Seconds,X(m),Y(m),Z(m)
1.355,0.048537575978973235,0.15838979162635342,0.0
1.376,0.08117684111658241,0.15481308193526605,0.0
1.433,0.1338124858249774,0.14179334722763265,0.0
1.441,0.1814462304654978,0.12185137937788665,0.0
1.473,0.22371024644291848,0.09906277112485279,0.0
1.493,0.23850809095799985,0.09006511820740215,0.0
1.539,0.25541114152269484,0.0754882148942872,0.0
1.547,0.2709877338358233,0.050919775663634925,0.0
1.571,0.27804259356561967,0.030516950688062594,0.0
1.633,0.28137085599287437,0.017953432333718433,0.0
1.64,0.2758991280434385,-0.00949654780389353,0.0
1.651,0.2728159288366018,-0.016058789590628786,0.0
1.675,0.26069141626622705,-0.024711178502284215,0.0
1.714,0.2511267039673797,-0.031159342523286282,0.0
1.724,0.22519753473802795,-0.041563670422515686,0.0
1.733,0.21492552868664172,-0.044926999286540426,0.0
1.75,0.20020685244880831,-0.049253241097189926,0.0
1.769,0.19279706013745257,-0.05106252677397233,0.0
1.808,0.1861787947555107,-0.052743054690261304,0.0
1.904,0.1829897001857016,-0.05664175349222572,0.0
1.998,0.1829897001857016,-0.0611797660659964,0.0
2.051,0.1829897001857016,-0.06763259453694648,0.0
2.063,0.18122150476512078,-0.07363699652279465,0.0
2.081,0.1817142805380696,-0.08161441348182308,0.0
2.096,0.1803406018376722,-0.09015042791888761,0.0
2.132,0.1768987298157053,-0.10444024262479729,0.0
2.146,0.1761135924519749,-0.11533954679896502,0.0
2.18,0.17176144108472224,-0.12485083379114592,0.0
2.216,0.1686974105749357,-0.13437064465125215,0.0
2.223,0.16366734187298138,-0.14966364757973355,0.0
2.233,0.16159275898572845,-0.16351434102302634,0.0
2.244,0.15938539780671335,-0.17394656091230012,0.0
2.263,0.15735421721318799,-0.18301638257818476,0.0
2.309,0.15394172160905817,-0.1964201648906734,0.0
2.317,0.15140498611121722,-0.2,0.0
2.429,0.14596130991356204,-0.19629758693442584,0.0
2.459,0.137175267491229,-0.18668853591262421,0.0
2.483,0.12903141538084362,-0.17541060626069813,0.0
2.495,0.12427711098320071,-0.1652429577608604,0.0
2.507,0.11793589561086015,-0.15678604955362457,0.0
2.565,0.10912180143674644,-0.14069857477968611,0.0
2.584,0.1006626008834256,-0.11896593169812791,0.0
2.607,0.0968262121412754,-0.1029785176626678,0.0
2.629,0.09528784628146514,-0.09736749218157092,0.0
2.664,0.09454096839030224,-0.09040102963589053,0.0
2.678,0.0950095105665737,-0.08686078315759466,0.0
2.69,0.0950095105665737,-0.08212724252458264,0.0
2.765,0.0950095105665737,-0.07696620623770734,0.0
2.872,0.08614944268815261,-0.0743422518839672,0.0
2.886,0.0709571204136542,-0.0714203646688279,0.0
2.905,0.058962853685228245,-0.06951329128501393,0.0
2.927,0.05141517922171679,-0.06761166370570776,0.0
2.976,0.042523202475645006,-0.06689165731754232,0.0
2.988,0.036231778962715344,-0.06689165731754232,0.0
3.002,0.028472235851726313,-0.06689165731754232,0.0
3.057,0.01631706115822462,-0.06689165731754232,0.0
3.095,0.013028382869593846,-0.06689165731754232,0.006
3.41,-0.16255536264023873,0.058699367854564366,0.0
3.494,-0.18916494269333933,0.054223390097360935,0.0
3.521,-0.2157770357158703,0.051626593733927084,0.0
3.534,-0.2647295438566007,0.04738805305326427,0.0
3.546,-0.2912497284312833,0.04539256821713655,0.0
3.561,-0.3117019294881233,0.043391590221679155,0.0
3.604,-0.3293505722386911,0.04315964630446817,0.0
3.615,-0.35882240499258855,0.042419443084802,0.0
3.626,-0.3700187747063004,0.042419443084802,0.0
3.643,-0.37895032585080457,0.04342805343447059,0.0
3.66,-0.37895032585080457,0.04342805343447059,0.006
3.885,-0.16255536264023873,0.10443948494764838,0.0
3.957,-0.16786376705708445,0.10443948494764838,0.0
3.974,-0.1924281016800029,0.10443948494764838,0.0
4.007,-0.22282423965507653,0.1052828743240321,0.0
4.023,-0.2713886401216901,0.10737226377180326,0.0
4.038,-0.3028776081128394,0.1110653242600706,0.0
4.055,-0.32814795078300674,0.11288706425498823,0.0
4.097,-0.35304804929043443,0.1181613969530369,0.0
4.105,-0.3836867569968789,0.1251666430977772,0.0
4.122,-0.39555465447960914,0.13061315792791633,0.0
4.156,-0.4000000000000001,0.13272120517547953,0.006
4.333,-0.12685339165889936,0.13312386322530495,0.0
4.438,-0.15103474194847766,0.14294937313758665,0.0
4.451,-0.18200668108961776,0.15059703479496162,0.0
4.476,-0.21676517815273083,0.15805148877936376,0.0
4.486,-0.23722121684505754,0.16512582560912065,0.0
4.53,-0.2640388668709153,0.17704380303259099,0.0
4.537,-0.27694341294462704,0.18423373298237883,0.0
4.549,-0.28497363597991715,0.18972452457090766,0.0
4.56,-0.28497363597991715,0.18972452457090766,0.006
4.832,0.14473692886986456,0.05559824263888535,0.0
4.909,0.1630635279159004,0.05322799174297649,0.0
4.934,0.20149497330627442,0.05112231223650371,0.0
4.944,0.24195128764602303,0.05064668040627357,0.0
4.996,0.267880378953842,0.0518888447370946,0.0
5.003,0.29304731975008413,0.05250720400025122,0.0
5.011,0.33709612843455583,0.05574101742663362,0.0
5.026,0.3599241765045442,0.05805231156939267,0.0
5.043,0.3719043783963134,0.05904927263289672,0.0
5.081,0.3795631300047234,0.061857887114273535,0.0
5.097,0.38655035384411507,0.06508393434987958,0.0
5.11,0.38655035384411507,0.06508393434987958,0.006
5.286,0.14856186314670428,0.08118225337801183,0.0
5.361,0.16775011850160593,0.08697483724591698,0.0
5.374,0.19488060400096874,0.09208077619761973,0.0
5.408,0.2616592017026633,0.10210413455541129,0.0
5.454,0.28853044226265234,0.10606493920617571,0.0
5.464,0.36136806250592624,0.11447757065502201,0.0
5.492,0.39164930518099783,0.11802946641948237,0.0
5.512,0.3996731970917541,0.11900473897459879,0.0
5.566,0.3999999999999999,0.11947800306373862,0.006
5.719,0.13581179651161845,0.11296775687134747,0.0
5.79,0.14633151511553544,0.11753602917625278,0.0
5.867,0.19054754340923352,0.14192366769724568,0.0
5.876,0.2509415624056266,0.17660624447909373,0.0
5.887,0.2596100991566114,0.18203571157338233,0.0
5.923,0.2683719079822672,0.18952279303000957,0.0
5.933,0.27295003179442034,0.1938497451629861,0.0
5.95,0.27411815349149093,0.1977888139505411,0.0
5.998,0.2748777325924878,0.2,0.006
6.231,0.008304701634311518,0.04552056830048101,0.0
6.335,-0.016029803427836442,0.050306104527837237,0.0
6.349,-0.039689001526628964,0.05370902202289263,0.0
6.363,-0.05668910336033206,0.05540115187052436,0.0
6.411,-0.05976201692484917,0.06221248001996482,0.0
6.429,-0.059274345012293894,0.06754183902095329,0.0
6.443,-0.05768361588249282,0.07147934509938858,0.0
6.461,-0.051336010944468935,0.07518950067832825,0.0
6.494,-0.03747143262682695,0.07928218850782531,0.0
6.531,-0.0201662290317417,0.08238871217319033,0.0
6.543,0.004091718124504595,0.08277744790540448,0.0
6.576,0.022719561816052836,0.08165400211285379,0.0
6.592,0.0313536572495734,0.07981052625472668,0.0
6.627,0.03793229953212496,0.07473484703415861,0.0
6.66,0.03939792564113709,0.070682552867663,0.0
6.673,0.038906396612712,0.06325523319615628,0.0
6.69,0.035641990881524754,0.058731190294818714,0.0
6.712,0.02810327739427665,0.05439566693909503,0.0
6.738,0.01457952786077088,0.05160253748444915,0.0
6.759,0.0024703658323429467,0.049247818970093005,0.0
6.773,-0.006111405291953309,0.04817400103079611,0.0
6.791,-0.014365048841947337,0.04777058530382172,0.0
6.821,-0.023549387178800785,0.04707072839233517,0.0
6.873,-0.026926155760176484,0.04707072839233517,0.006
7.177,-0.06309924032836722,-0.017275334962852218,0.0
7.283,-0.06454826915090911,-0.00934832721163742,0.0
7.317,-0.06531552352287934,0.008558519816128318,0.0
7.332,-0.06614663459091713,0.015633614323034117,0.006
