Seconds,X(m),Y(m),Z(m)
4.248,-0.3069767441860467,-0.029478458049886636,0.0
4.264,-0.30190274841437637,-0.03401360544217685,0.0
4.288,-0.2985200845665963,-0.03945578231292518,0.0
4.312,-0.2934460887949262,-0.0439909297052154,0.0
4.336,-0.2900634249471461,-0.04852607709750567,0.0
4.4,-0.28837209302325584,-0.053061224489795944,0.0
4.44,-0.2866807610993658,-0.05759637188208616,0.0
4.672,-0.2832980972515857,-0.06122448979591838,0.006
5.217,-0.08541226215644837,-0.01950113378684809,0.0
5.256,-0.0955602536997886,-0.018594104308390036,0.0
5.272,-0.10063424947145894,-0.014058956916099763,0.0
5.288,-0.10232558139534897,-0.007709750566893436,0.0
5.305,-0.10063424947145894,-0.00045351473922899954,0.0
5.322,-0.09048625792811849,0.007709750566893436,0.0
5.338,-0.08033826638477803,0.013151927437641708,0.0
5.36,-0.0701902748414378,0.015873015873015872,0.0
5.41,-0.060042283298097354,0.015873015873015872,0.0
5.424,-0.0532769556025372,0.009523809523809545,0.0
5.432,-0.0498942917547569,0.0049886621315192725,0.0
5.448,-0.04482029598308679,-0.00045351473922899954,0.0
5.464,-0.039746300211416674,-0.0049886621315192725,0.0
5.496,-0.039746300211416674,-0.009523809523809545,0.0
5.585,-0.04312896405919675,-0.0113378684807256,0.006
6.088,0.11585623678646928,-0.0113378684807256,0.0
6.122,0.10739957716701887,-0.0104308390022676,0.0
6.144,0.09894291754756868,-0.008616780045351491,0.0
6.176,0.0921775898520083,-0.0022675736961451087,0.0
6.192,0.09048625792811826,0.0022675736961451087,0.0
6.208,0.09048625792811826,0.008616780045351491,0.0
6.223,0.09048625792811826,0.014965986394557818,0.0
6.24,0.0955602536997886,0.01950113378684809,0.0
6.256,0.10401691331923879,0.0222222222222222,0.0
6.279,0.1124735729386892,0.024036281179138308,0.0
6.305,0.1209302325581394,0.024036281179138308,0.0
6.322,0.13107822410147985,0.024036281179138308,0.0
6.335,0.14460887949260037,0.0213151927437642,0.0
6.36,0.15644820295983086,0.015873015873015872,0.0
6.383,0.16490486257928105,0.009523809523809545,0.0
6.408,0.16828752642706113,0.0049886621315192725,0.0
6.424,0.1699788583509514,0.00045351473922899954,0.0
6.447,0.1699788583509514,-0.005895691609977327,0.0
6.472,0.16321353065539101,-0.0104308390022676,0.0
6.521,0.15475687103594082,-0.0113378684807256,0.0
6.54,0.15137420718816053,-0.0113378684807256,0.006
7.456,0.004228329809724984,0.08480725623582769,0.0
7.495,-0.0042283298097252064,0.08480725623582769,0.0
7.535,-0.01268498942917562,0.09024943310657596,0.0
7.551,-0.014376321353065658,0.09478458049886623,0.0
7.567,-0.016067653276955696,0.09931972789115645,0.0
7.592,-0.016067653276955696,0.10385487528344672,0.0
7.623,-0.016067653276955696,0.1102040816326531,0.0
7.663,-0.009302325581395543,0.11564625850340132,0.0
7.728,0.0025369978858349462,0.11655328798185943,0.0
7.744,0.014376321353065435,0.11655328798185943,0.0
7.76,0.02283298097251585,0.11383219954648521,0.0
7.783,0.036363636363636376,0.10748299319727889,0.006
